date,MAX_TEMP_DIFF,MIN_TEMP_DIFF,AVG_TEMP_DIFF
2023-10-01,0.956700605466196,0.02382578440991523,0.49026319493805204
2023-10-02,-3.0512335814232614,-4.1372193112636,-3.594226446343427
2023-10-03,1.2743311786256015,0.2522477672015455,0.76328947291357
2023-10-04,1.253004613526997,0.15474674443959913,0.7038756789832874
2023-10-05,0.9115923162659385,0.03893315532040731,0.4752627357931729
2023-10-06,-3.8414269743281295,-4.6276640870813,-4.234545530704729
2023-10-07,2.656239506839597,-4.769699419510545,-1.0567299563354453
2023-10-08,0.11418750004045819,-0.6754085231521074,-0.28061051155582106
2023-10-09,0.098330446084546,-0.9907944520672416,-0.44623200299133714
2023-10-10,0.2518171309542794,-0.7577765541169441,-0.2529797115813537
2023-10-11,0.4855332556874856,-0.22752235783375596,0.1290054489268826
2023-10-12,0.7372209925514284,0.13950313183399032,0.43836206219270935
2023-10-13,0.4016875163775566,0.04794568016107803,0.22481659826932798
2023-10-14,0.9522440647051695,0.6050503553574842,0.7786472100313162
2023-10-15,1.0294571179828509,0.6349194964152431,0.8321883071990328
2023-10-16,0.9669016107151194,0.4146715952183513,0.6907866029667531
2023-10-17,0.24167652786641725,-4.264461881216491,-2.011392676675044
2023-10-18,-3.2820479935934515,-4.771567885733944,-4.026807939663691
2023-10-19,0.8642932594430306,-0.652930361622019,0.10568144891051645
2023-10-20,1.5031191517374225,-0.19161739541127787,0.6557508781630688
2023-10-21,-2.877049704341559,0.026099844823420426,-1.4254749297590763
2023-10-22,0.9885035750368019,0.34051878186948414,0.6645111784531466
2023-10-23,4.269564610228585,0.3159398482614506,2.2927522292449964
2023-10-24,1.1324749486540924,0.19990767471028903,0.6661913116821978
2023-10-25,1.0763547708150583,0.3879502701061597,0.7321525204606161
2023-10-26,0.9628795091871538,0.2271921062336446,0.5950358077104028
2023-10-27,4.056300999409601,-0.1148858806831825,1.9707075593631913
2023-10-28,0.4872637354197309,-4.707332473124971,-2.1100343688526237
2023-10-29,0.45996968771825664,-0.4850161272430924,-0.012523219762428539
2023-10-30,0.7424047656317825,2.495332608498515,1.6188686870651594
2023-10-31,3.5911713279961077,-0.8805804694016999,1.3552954292972075
